---,Name Text Normal,Name Text Romanized,Favorite Food,Level,Type,Speciality #1,Speciality #2,Speciality #3,Sleep Time,Training Preference,Sprite,Mesh,Animation,Material,Prefered Map ID,Default Weight,Energy Capacity,Energy Threshold,Energy Usage,Poop Size,Poop Timer,Height,AI Partner Distance,Scale,Head Bone,Mouth Bone,Chest Bone,Foot Bone Right,Foot Bone Left,Footstep Sound,Eat Sound,Attack Sound,Glad Sound,Down Sound,Feeding Time #1,Feeding Time #2,Feeding Time #3,Feeding Time #4,Feeding Time #5,Feeding Time #6,Feeding Time #7,Feeding Time #8,Enabled Technique #1,Enabled Technique #2,Enabled Technique #3,Enabled Technique #4,Enabled Technique #5,Enabled Technique #6,Enabled Technique #7,Enabled Technique #8,Enabled Technique #9,Enabled Technique #10,Enabled Technique #11,Enabled Technique #12,Enabled Technique #13,Enabled Technique #14,Enabled Technique #15,Enabled Technique #16,Default Technique,Finisher Index,Animation Attack Short,Animation Attack Long,Animation Attack Special 01,Animation Attack Special 02,Animation Damaged,Animation Guard,Animation Get Up,Animation Down,Animation Win / Glad,Animation Eat,Statsgain - HP,Statsgain - MP,Statsgain - Offense,Statsgain - Defense,Statsgain - Speed,Statsgain - Brains,Digivolution Requirement - Bonus,Digivolution Requirement - HP,Digivolution Requirement - MP,Digivolution Requirement - Offense,Digivolution Requirement - Defense,Digivolution Requirement - Speed,Digivolution Requirement - Brains,Digivolution Requirement - Care Mistakes,Digivolution Requirement - Weight,Digivolution Requirement - Happiness,Digivolution Requirement - Discipline,Digivolution Requirement - Battles Won,Digivolution Requirement - Techniques,Digivolution Requirement - Max Battles,Digivolution Requirement - Max Care Mistakes,Digivoluton - From #1,Digivoluton - From #2,Digivoluton - From #3,Digivoluton - From #4,Digivoluton - From #5,Digivoluton - To #1,Digivoluton - To #2,Digivoluton - To #3,Digivoluton - To #4,Digivoluton - To #5,Digivoluton - To #6
Numemon,"Numemon","Numemon","MoldyMeat","Champion","Virus","Filth","None","None","Groogy","Filth","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Numemon.DigimonSprite_Numemon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Numemon/SkeletalMesh_Numemon.SkeletalMesh_Numemon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Numemon/Animation_Numemon.Animation_Numemon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Numemon/DigimonMaterial_Numemon.DigimonMaterial_Numemon'"")","6","20","80","34","11","1","36","100","200","1.000000","J_head","J_mouth","J_center","J_pelvis","J_pelvis","None","None","None","None","None","0","3","6","9","12","15","18","21","48","49","50","51","52","53","54","55","-1","-1","-1","-1","-1","-1","-1","-1","54","64","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_attack01.Numemon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_attack02.Numemon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_special01.Numemon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_damage.Numemon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_guard.Numemon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_getup.Numemon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_down.Numemon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_win.Numemon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_eat.Numemon_Anim_eat'","-1","-1","-1","-1","-1","8","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","Monzaemon","None","None","None","None","None"
Geremon,"Geremon","Geremon","None","Champion","Virus","Filth","None","None","Sleepy","Filth","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Geremon.DigimonSprite_Geremon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Numemon/SkeletalMesh_Numemon.SkeletalMesh_Numemon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Numemon/Animation_Numemon.Animation_Numemon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Numemon/DigimonMaterial_Geremon.DigimonMaterial_Geremon'"")","6","20","80","34","11","1","36","0","200","1.000000","J_head","J_mouth","J_center","J_pelvis","J_pelvis","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_attack01.Numemon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_attack02.Numemon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_special01.Numemon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_damage.Numemon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_guard.Numemon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_getup.Numemon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_down.Numemon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_win.Numemon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Numemon/Numemon_Anim_eat.Numemon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Ogremon,"Ogremon","Orgemon","GoldAcorn","Champion","Virus","Battle","Fire","Earth","Sleepy","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Ogremon.DigimonSprite_Ogremon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Ogremon/SkeletalMesh_Ogremon.SkeletalMesh_Ogremon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Ogremon/Animation_Ogremon.Animation_Ogremon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Ogremon/DigimonMaterial_Ogremon.DigimonMaterial_Ogremon'"")","5","30","80","48","12","1","36","0","300","1.100000","J_atama","J_ago","J_center","J_tuma_R","J_tuma_L","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00012.SL_00012'","None","None","None","None","1","5","9","13","17","21","-1","-1","2","3","4","8","10","11","12","14","15","27","29","-1","-1","-1","-1","-1","11","80","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_attack01.Ogremon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_attack02.Ogremon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_special01.Ogremon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_damage.Ogremon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_guard.Ogremon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_getup.Ogremon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_down.Ogremon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_win.Ogremon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Ogremon/Ogremon_Anim_eat.Ogremon_Anim_eat'","2500","100","250","150","150","100","None","1000","-1","100","-1","-1","-1","5","30","-1","-1","15","35","False","False","Gabumon","Patamon","None","None","None","Andromon","Giromon","None","None","None","None"
Otamamon,"Otamamon","Otamamon","None","Rookie","Data","Ice","None","None","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Otamamon.DigimonSprite_Otamamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Otamamon/SkeletalMesh_Otamamon.SkeletalMesh_Otamamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Otamamon/Animation_Otamamon.Animation_Otamamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Otamamon/DigimonMaterial_Otamamon.DigimonMaterial_Otamamon'"")","0","15","80","0","0","1","24","0","100","1.300000","J_mune","J_ago","J_center","J_te_R","J_te_L","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_attack01.Otamamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_attack02.Otamamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_special01.Otamamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_damage.Otamamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_guard.Otamamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_getup.Otamamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_down.Otamamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_win.Otamamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Otamamon/Otamamon_Anim_eat.Otamamon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Palmon,"Palmon","Palmon","DigiMushroom","Rookie","Vaccine","Earth","None","Ice","Sun Up","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Palmon.DigimonSprite_Palmon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Palmon/SkeletalMesh_Palmon.SkeletalMesh_Palmon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Palmon/Animation_Palmon.Animation_Palmon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Palmon/DigimonMaterial_Palmon.DigimonMaterial_Palmon'"")","5","15","40","23","6","1","24","0","100","1.000000","J_hana","J_ago","J_center","J_kakato_R","J_kakato_L","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Palmon01.Palmon01'","None","None","2","6","10","14","18","22","-1","-1","24","26","28","29","36","37","39","-1","-1","-1","-1","-1","-1","-1","-1","-1","24","97","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_attack01.Palmon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_attack02.Palmon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_special01.Palmon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_damage.Palmon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_guard.Palmon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_getup.Palmon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_down.Palmon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_glad.Palmon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_eat.Palmon_Anim_eat'","500","1000","50","50","50","100","Tanemon","-1","1","-1","-1","1","1","0","15","-1","-1","-2","-1","False","False","Tanemon","None","None","None","None","Kuwagamon","Vegiemon","Ninjamon","Whamon","Coelamon","None"
Aruraumon,"Aruraumon","Alraumon","None","Rookie","Virus","None","None","None","Sun Up","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Aruraumon.DigimonSprite_Aruraumon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Palmon/SkeletalMesh_Palmon.SkeletalMesh_Palmon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Palmon/Animation_Palmon.Animation_Palmon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Palmon/DigimonMaterial_Aruraumon.DigimonMaterial_Aruraumon'"")","0","15","80","0","0","1","24","0","100","1.000000","J_hana","J_ago","J_center","J_kakato_R","J_kakato_L","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","24","26","28","29","36","37","39","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_attack01.Palmon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_attack02.Palmon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_special01.Palmon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_damage.Palmon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_guard.Palmon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_getup.Palmon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_down.Palmon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_glad.Palmon_Anim_glad'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Palmon/Palmon_Anim_eat.Palmon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Patamon,"Patamon","Patamon","DigiSnapper","Rookie","Data","Battle","None","Air","Day","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Patamon.DigimonSprite_Patamon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Patamon/SkeletalMesh_Patamon.SkeletalMesh_Patamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Patamon/Animation_Patamon.Animation_Patamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Patamon/DigimonMaterial_Patamon.DigimonMaterial_Patamon'"")","5","15","40","20","5","1","24","0","100","1.000000","J_neck","J_mouth","J_center","J_foot_r","J_foot_l","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/Footstep_Player.Footstep_Player'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00003.SL_00003'","1","5","9","13","17","21","-1","-1","10","11","12","15","17","21","22","-1","-1","-1","-1","-1","-1","-1","-1","-1","11","70","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_attack01.Patamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_attack02.Patamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_special01.Patamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_damage.Patamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_guard.Patamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_getup.Patamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_down.Patamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_win.Patamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_eat.Patamon_Anim_eat'","500","500","100","50","50","100","Tokomon","1","-1","1","-1","-1","1","0","15","-1","-1","-2","-1","False","False","Tokomon","None","None","None","None","Drimogemon","Tyrannomon","Ogremon","Leomon","Angemon","Unimon"
Tsukaimon,"Tsukaimon","Tsukaimon","None","Rookie","Virus","Battle","Air","None","Night","Neutral","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Tsukaimon.DigimonSprite_Tsukaimon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Patamon/SkeletalMesh_Patamon.SkeletalMesh_Patamon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Patamon/Animation_Patamon.Animation_Patamon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Patamon/DigimonMaterial_Tsukaimon.DigimonMaterial_Tsukaimon'"")","0","15","80","0","0","1","24","0","100","1.000000","J_neck","J_mouth","J_center","J_foot_r","J_foot_l","None","None","None","None","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_attack01.Patamon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_attack02.Patamon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_special01.Patamon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_damage.Patamon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_guard.Patamon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_getup.Patamon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_down.Patamon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_win.Patamon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Patamon/Patamon_Anim_eat.Patamon_Anim_eat'","-1","-1","-1","-1","-1","-1","None","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","-1","False","False","None","None","None","None","None","None","None","None","None","None","None"
Phoenixmon,"Phoenixmon","Hououmon","CalmBerry","Ultimate","Vaccine","Air","None","None","Day","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Phoenixmon.DigimonSprite_Phoenixmon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Phoenixmon/SkeletalMesh_Phoenixmon.SkeletalMesh_Phoenixmon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Phoenixmon/Animation_Phoenixmon.Animation_Phoenixmon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Phoenixmon/DigimonMaterial_Phoenixmon.DigimonMaterial_Phoenixmon'"")","0","30","80","35","7","1","36","0","400","1.500000","J_head","J_ago","J_body","None","None","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/SL_00011.SL_00011'","None","None","None","None","2","6","11","16","21","-1","-1","-1","1","3","4","6","7","16","17","18","19","20","21","22","23","-1","-1","-1","18","106","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_attack01.Phoenixmon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_attack02.Phoenixmon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_special01.Phoenixmon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_damage.Phoenixmon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_guard.Phoenixmon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_getup.Phoenixmon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_down.Phoenixmon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_win.Phoenixmon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Phoenixmon/Phoenixmon_Anim_eat.Phoenixmon_Anim_eat'","6000","6000","400","400","600","600","None","4000","4000","-1","-1","400","600","3","30","-1","100","0","40","True","True","Birdramon","Angemon","Airdramon","Kokatorimon","Unimon","None","None","None","None","None","None"
Piximon,"Piximon","Piccolomon","SweetNut","Ultimate","Data","Earth","Air","None","Sun Up","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Piximon.DigimonSprite_Piximon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Piximon/SkeletalMesh_Piximon.SkeletalMesh_Piximon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Piximon/Animation_Piximon.Animation_Piximon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Piximon/DigimonMaterial_Piximon.DigimonMaterial_Piximon'"")","2","5","80","24","5","1","36","0","100","1.600000","J_center","J_ago","J_center","None","None","None","None","None","None","None","3","8","13","18","23","-1","-1","-1","17","21","22","23","24","25","26","27","28","29","30","31","-1","-1","-1","-1","29","72","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_attack01.Piximon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_attack02.Piximon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_special01.Piximon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_damage.Piximon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_guard.Piximon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_getup.Piximon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_down.Piximon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_win.Piximon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piximon/Piximon_Anim_eat.Piximon_Anim_eat'","3000","3000","500","500","600","600","None","3000","3000","400","400","-1","-1","15","5","95","-1","-1","25","False","False","Kokatorimon","Kuwagamon","Vegiemon","Ninjamon","None","None","None","None","None","None","None"
Biyomon,"Biyomon","Biyomon","DigiMushroom","Rookie","Vaccine","Air","None","Fire","Day","MP and Brains","/Script/Engine.Texture2D'/Game/UI/Images/DigimonSprite_Piyomon.DigimonSprite_Piyomon'","/Script/Engine.SkeletalMesh'/Game/Digimon/Characters/Piyomon/SkeletalMesh_Piyomon.SkeletalMesh_Piyomon'","/Script/Engine.AnimBlueprintGeneratedClass'/Game/Digimon/Characters/Piyomon/Animation_Piyomon.Animation_Piyomon_C'","(""/Script/Engine.Material'/Game/Digimon/Characters/Piyomon/DigimonMaterial_Piyomon.DigimonMaterial_Piyomon'"")","5","15","40","20","5","1","24","0","100","0.800000","J_atama","J_ago","J_hara","J_tumasaki_R","J_tumasaki_L","/Script/Engine.SoundWave'/Game/Audio/SFX/Movement/Footstep_Player.Footstep_Player'","/Script/Engine.SoundWave'/Game/Audio/SFX/DigimonVoices/Eating01.Eating01'","None","None","None","1","5","9","13","17","21","-1","-1","2","5","17","18","21","22","23","-1","-1","-1","-1","-1","-1","-1","-1","-1","2","69","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_attack01.Piyomon_Anim_attack01'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_attack02.Piyomon_Anim_attack02'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_special01.Piyomon_Anim_special01'","None","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_damage.Piyomon_Anim_damage'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_guard.Piyomon_Anim_guard'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_getup.Piyomon_Anim_getup'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_down.Piyomon_Anim_down'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_win.Piyomon_Anim_win'","/Script/Engine.AnimSequence'/Game/Digimon/Characters/Piyomon/Piyomon_Anim_eat.Piyomon_Anim_eat'","500","1000","50","50","100","50","Tokomon","-1","1","-1","1","1","-1","0","15","-1","-1","-2","-1","False","False","Tokomon","None","None","None","None","Birdramon","Airdramon","Kokatorimon","Unimon","Kabuterimon","None"
